Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
Txozin,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,41.0,1.0,1.0,4772,paiN,RED,1.1,MATCH,1
matheuzin,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,1.0,1.0,4772,paiN,RED,1.1,MATCH,1
kon4n,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,57.0,2.0,0.0,4772,paiN,RED,1.1,MATCH,1
Sacy,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,9.0,0.0,4772,RED,paiN,1.1,MATCH,1
pepa,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,4772,RED,paiN,1.1,MATCH,1
prozin,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,4772,RED,paiN,1.1,MATCH,1
Masu,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,1.0,2.0,4772,RED,paiN,1.1,MATCH,1
pollo,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,36.0,2.0,0.0,4772,RED,paiN,1.1,MATCH,1
Nyang,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,49.0,9.0,1.0,6687,GL,paiN,1.12,MATCH,4
fznnn,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,58.0,4.0,2.0,6687,GL,paiN,1.12,MATCH,4
JhoW,8.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,13.0,0.0,6687,GL,paiN,1.12,MATCH,4
Jonn,12.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,81.0,3.0,1.0,6687,GL,paiN,1.12,MATCH,4
mwzera,17.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,1.0,6687,GL,paiN,1.12,MATCH,4
murizzz,13.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,1.0,4.0,6687,paiN,GL,1.12,MATCH,4
ole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6687,paiN,GL,1.12,MATCH,4
Txozin,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,6.0,0.0,6687,paiN,GL,1.12,MATCH,4
matheuzin,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,5.0,1.0,6687,paiN,GL,1.12,MATCH,4
kon4n,16.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,48.0,4.0,1.0,6687,paiN,GL,1.12,MATCH,4
Veroneze,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,5.0,6687,paiN,,1.12,MATCH,4
pleets,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,6686,HL,paiN,1.12,MATCH,2
bNhardneja,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,2.0,6686,HL,paiN,1.12,MATCH,2
shion,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,2.0,6686,HL,paiN,1.12,MATCH,2
pMdr1,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,0.0,6686,HL,paiN,1.12,MATCH,2
Myssen,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,6686,HL,paiN,1.12,MATCH,2
murizzz,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,1.0,3.0,6686,paiN,HL,1.12,MATCH,2
ole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6686,paiN,HL,1.12,MATCH,2
Txozin,5.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,6.0,0.0,6686,paiN,HL,1.12,MATCH,2
matheuzin,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,7.0,1.0,6686,paiN,HL,1.12,MATCH,2
kon4n,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,71.0,3.0,0.0,6686,paiN,HL,1.12,MATCH,2
Veroneze,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,6686,paiN,,1.12,MATCH,2
murizzz,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43.0,2.0,2.0,6684,paiN,IMP,1.12,MATCH,3
